id,name,chain,type,seat,location,menu items,rate
12177,MCDONALD'S #6688,TRUE,Fast Food,196,1,20,3.5
12178,POKE Pastry,TRUE,Pastry,1,0,9,3
12179,SANSAI JAPANESE GRILL,TRUE,Restaurant,46,1,20,5
12180,LIVE BASIL PIZZA-SMASH BURGER-TOM'S URBAN,FALSE,Fast Food,127,1,20,3.5
12181,CLEO,TRUE,Restaurant,84,1,20,5
12182,QWENCH,FALSE,Restaurant,44,1,20,5
12183,LOS ANGELES TENNIS CLUB,TRUE,Restaurant,91,1,20,5
12184,AMAPOLA DELI & MARKET,TRUE,Restaurant,21,1,15,4.5
12185,PBJ.LA,FALSE,Restaurant,9,0,9,3
12186,BERLIN CURRYWURST,TRUE,Restaurant,25,1,15,4.5
12187,SUBWAY #12481,TRUE,Fast Food,9,0,9,2.5
12188,KARL STRAUSS,FALSE,Restaurant,131,1,20,5
12189,THE CARVING BOARD,TRUE,Restaurant,47,1,20,5
12190,CRAZY CHICKEN,FALSE,Restaurant,18,1,12,4
12191,TLT FOOD,TRUE,Restaurant,88,1,20,5
12192,SIAM CHAN RESTAURANT,TRUE,Restaurant,12,0,9,3
12193,SMITTEN ICE CREAM,FALSE,Restaurant,8,0,9,3
12194,INTERCONTINENTAL LOS ANGELES DOWNTOWN,FALSE,Restaurant,20,1,9,3
12195,MC CONNELL'S ICE CREAM,FALSE,Restaurant,22,1,15,4.5
12196,BODYFACTORY,TRUE,Restaurant,23,1,15,4.5
12197,TAKAMI SUSHI & ROBATA REST,FALSE,Restaurant,115,1,20,5
12198,PROSPECT & GOURMANDE,FALSE,Restaurant,42,1,20,5
12199,DOMINO'S PIZZA,TRUE,Pizza,3,0,9,3
12200,SUBWAY #6516,TRUE,Fast Food,5,0,9,2.5
12201,MOO BONG RI,FALSE,Restaurant,47,1,20,5
12202,ROSCOE'S HSE CHICKEN & WAFFL,FALSE,Restaurant,111,1,20,5
12203,MELODY LOUNGE,FALSE,Restaurant,40,1,20,5
12204,EAST LOS ANGELES OCCUPATIONA,FALSE,Restaurant,18,1,12,4
12205,KRUANG TEDD,FALSE,Restaurant,34,1,15,4.5
12206,EL MIRADOR RESTAURANT,TRUE,Restaurant,11,0,9,3
12207,SUBWAY SANDWICHES,TRUE,Fast Food,41,1,20,3.5
12208,SMITTEN ICE CREAM PREP KITCHEN,TRUE,Restaurant,20,1,9,3
12209,BROAD GREEN,FALSE,Restaurant,32,1,15,4.5
12210,CAFE DAHAB,FALSE,Restaurant,112,1,20,5
12211,KITCHEN FAIRE EXPRESS,FALSE,Fast Food,14,0,9,2.5
12212,SON OF A GUN,FALSE,Restaurant,31,1,15,4.5
12213,OLIO PIZZERIA,FALSE,Restaurant,1,0,9,3
12214,THE HART & THE HUNTER,FALSE,Restaurant,24,1,15,4.5
12215,CLARK STREET BREAD,FALSE,Restaurant,29,1,15,4.5
12216,CA SUSHI TERIYAKI,FALSE,Restaurant,18,1,12,4
12217,HAKATA RAMEN SHIN-SEN-GUMI,FALSE,Restaurant,43,1,20,5
12218,W HOTEL LOS ANGELES/WESTWOOD,FALSE,Restaurant,49,1,20,5
12219,MEIZHOU DONGPO,FALSE,Restaurant,86,1,20,5
12220,THE DONUT HOUSE,FALSE,Fast Food,1,0,9,2.5
12221,PANINI KABOB GRILL,FALSE,Restaurant,69,1,20,5
12222,SUBWAY,TRUE,Fast Food,20,1,9,2.5
12223,ARCLIGHT CINEMAS,FALSE,Restaurant,190,1,20,5
12224,BULGOGI HUT,FALSE,Restaurant,92,1,20,5
12225,YUM YUM DONUT SHOP #54,FALSE,Fast Food,2,0,9,2.5
12226,MARIA'S BAKERY,TRUE,Bakery,20,1,9,3
12227,PRESS BROTHERS JUICERY,FALSE,Restaurant,1,0,9,3
12228,THAI OCEAN RESTAURANT,TRUE,Restaurant,33,1,15,4.5
12229,"BURGER FACTORY, INC.",FALSE,Fast Food,5,0,9,2.5
12230,MCDONALD'S #1135,TRUE,Restaurant,139,1,20,5
12231,LOVE BAKED WINGS,FALSE,Restaurant,14,0,9,3
12232,GRAND STAR,FALSE,Restaurant,148,1,20,5
12233,SHAMSHIRI GRILL,FALSE,Restaurant,92,1,20,5
12234,EDIBLE ARRANGEMENTS,TRUE,Restaurant,25,1,15,4.5
12235,FIESTA FAST FOOD,TRUE,Restaurant,29,1,15,4.5
12236,MARIA'S CENTRAL MARKET CAFE,FALSE,Restaurant,34,1,15,4.5
12237,TACOS GALAN,FALSE,Fast Food,4,0,9,2.5
12238,EL NUEVO SONSONATECO RESTAUR,FALSE,Restaurant,3,0,9,3
12239,GRANDMA'S DELI,TRUE,Restaurant,28,1,15,4.5
12240,BLUE BOTTLE COFFEE,TRUE,Cafe,7,0,9,4
12241,BRYANS BBQ,FALSE,Restaurant,19,1,12,4
12242,CHIPOTLE MEXICAN GRILL #758,TRUE,Restaurant,98,1,20,5
12243,USC MAIN KITCHEN-BASEMENT,TRUE,Restaurant,227,1,20,5
12244,GALLERIA MARKET,FALSE,Restaurant,40,1,20,5
12245,OLYMPIC DONUTS #4,FALSE,Fast Food,11,0,9,2.5
12246,MOUNTAINGATE COUNTRY CLUM,FALSE,Restaurant,9,0,9,3
12247,TROY'S BURGERS #10,FALSE,Fast Food,141,1,20,3.5
12248,TRADITIONS PUB,FALSE,Restaurant,197,1,20,5
12249,MAMA SHELTER RESTAURANT/Pastry,TRUE,Pastry,158,1,20,3
12250,THAI EAGLE ROX,FALSE,Restaurant,112,1,20,5
12251,SHAGNHAI BAN JUM,FALSE,Restaurant,2,0,9,3
12252,LA GUERA COMIDA MEXICANA,FALSE,Restaurant,10,0,9,3
12253,RALPHS MARKET #709,FALSE,Restaurant,15,0,9,3
12254,GALAE THAI,FALSE,Restaurant,35,1,9,3
12255,ROOFTOP CABANA @ MAMA SHELTER,FALSE,Restaurant,145,1,20,5
12256,TATSU RAMEN,TRUE,Restaurant,43,1,20,5
12257,LOUIGI'S,FALSE,Restaurant,27,1,15,4.5
12258,BELLA PITA,FALSE,Restaurant,7,0,9,3
12259,ONE CAFE,TRUE,Restaurant,12,0,9,3
12260,WHOLE FOODS MARKET,TRUE,Restaurant,43,1,20,5
12261,MOUNTAINGATE COUNTRY CLUB,TRUE,Restaurant,229,1,20,5
12262,LARIOS BAKERY,TRUE,Bakery,39,1,20,3
12263,CAFE FELIZ,FALSE,Restaurant,29,1,15,4.5
12264,TUPANYOU PIZZA #1,FALSE,Pizza,7,0,9,3
12265,SILVERLAKE WINE COMPANY,FALSE,Restaurant,26,1,15,4.5
12266,PANDA  EXPRESS,FALSE,Fast Food,40,1,20,3.5
12267,EL PARAISO BAKERY,TRUE,Bakery,8,0,9,3
12268,MCDONALD'S RESTAURANT,TRUE,Fast Food,43,1,20,3.5
12269,LUKSHON,FALSE,Restaurant,115,1,20,5
12270,VONS MARKET #2077,FALSE,Restaurant,20,1,9,3
12271,JOANIE AND LEIGH'S CAKES,FALSE,Restaurant,4,0,9,3
12272,VEES CAFE,TRUE,Restaurant,28,1,15,4.5
12273,JOE'S FALAFEL,FALSE,Restaurant,38,1,20,5
12274,ENJOYER,FALSE,Restaurant,28,1,15,4.5
12275,BLOSSOM,FALSE,Restaurant,129,1,20,5
12276,PACO'S CANTINA INC,FALSE,Restaurant,213,1,20,5
12277,FIRST STREET CUISINE,FALSE,Restaurant,44,1,20,5
12278,LA FUENTE #6,FALSE,Restaurant,45,1,20,5
12279,QQ CAFE INTERNATIONAL CUISINE,FALSE,Restaurant,23,1,15,4.5
12280,GOLDIES,FALSE,Restaurant,37,1,20,5
12281,STARBUCKS COFFEE #6688,TRUE,Cafe,37,1,20,5
12282,PALMS RAMEN YUMEYA,FALSE,Restaurant,14,0,9,3
12283,PETITE TAQUERIA,FALSE,Restaurant,162,1,20,5
12284,SALADFARM,TRUE,Restaurant,34,1,15,4.5
12285,LODGE ROOM & CHECKER HALL,FALSE,Restaurant,222,1,20,5
12286,RESTAURANT POLLO AL CARBON,TRUE,Restaurant,24,1,15,4.5
12287,FARSI CAFE,FALSE,Restaurant,64,1,20,5
12288,DENNY'S INC #1728,FALSE,Restaurant,95,1,20,5
12289,BEVERLY ELITE CAFE,FALSE,Restaurant,26,1,15,4.5
12290,800 DEGREES DOWN TOWN LACA LLC,FALSE,Pizza,46,1,20,4
12291,TAQUERIA EL ATORON,TRUE,Restaurant,16,1,12,4
12292,PAUL'S SANDWICHES,FALSE,Restaurant,8,0,9,3
12293,NICE COFFEE,FALSE,Cafe,25,1,15,3
12294,HARVARD WESTLAKE SCHOOL,FALSE,Restaurant,7,0,9,3
12295,PIMAI THAI CUISINE,FALSE,Restaurant,43,1,20,5
12296,SHRINE,FALSE,Restaurant,133,1,20,5
12297,BONAVENTURE BAKE SHOP,FALSE,Restaurant,26,1,15,4.5
12298,THE DARKROOM KITCHEN,FALSE,Restaurant,40,1,20,5
12299,TANG'S DONUTS,FALSE,Fast Food,3,0,9,2.5
12300,THE GREYHOUND,FALSE,Restaurant,75,1,20,5
12301,VEGGIE GRILL - WESTWOOD,FALSE,Restaurant,111,1,20,5
12302,MINISTRY OF COFFEE,FALSE,Cafe,5,0,9,3
12303,ZANKOU-CHICKEN,FALSE,Restaurant,37,1,20,5
12304,CREPES DE PARIS,FALSE,Restaurant,28,1,15,4.5
12305,BIONICOS LA PALAPA #3,FALSE,Restaurant,7,0,9,3
12306,MIXABOWL,FALSE,Restaurant,18,1,12,4
12307,THE HEALTH WINNER,TRUE,Restaurant,12,0,9,3
12308,"NOODLE WORLD, JR",FALSE,Restaurant,108,1,20,5
12309,FOLLIERO'S PIZZA AND DELI,TRUE,Pizza,49,1,20,4
12310,PHAROS,FALSE,Restaurant,32,1,15,4.5
12311,D' AMORE FAMOUS PIZZA,FALSE,Pizza,23,1,15,4
12312,HOTEL BEL AIR EMPLOYEE CAFE,FALSE,Restaurant,32,1,15,4.5
12313,EL TEXANITO #2,FALSE,Restaurant,18,1,12,4
12314,THE HOLY GRILL,FALSE,Restaurant,25,1,15,4.5
12315,NODA SUSHI,FALSE,Restaurant,20,1,9,3
12316,CAT AND FIDDLE,FALSE,Restaurant,101,1,20,5
12317,LEMONADE,TRUE,Restaurant,13,0,9,3
12318,MEXICAN GRILL,FALSE,Restaurant,23,1,15,4.5
12319,FROMA ON MELROSE,FALSE,Restaurant,20,1,9,3
12320,BERRIS KITCHEN,FALSE,Restaurant,7,0,9,3
12321,CARLS JR #321,FALSE,Restaurant,108,1,20,5
12322,TACOS POR FAVOR,FALSE,Fast Food,3,0,9,2.5
12323,LA COLISEUM,FALSE,Restaurant,15,0,9,3
12324,GOLDEN BIRD,TRUE,Restaurant,11,0,9,3
12325,POPEYES,TRUE,Restaurant,38,1,20,5
12326,GREEN ORANGE ICE CREAM,FALSE,Restaurant,1,0,9,3
12327,SOL FISH MARKET,FALSE,Restaurant,8,0,9,3
12328,MAGIC FINGERS EAT EM UP,FALSE,Restaurant,15,0,9,3
12329,OAXACA CAFE ANTOJITOS AND JUICE,FALSE,Restaurant,7,0,9,3
12330,SUBWAY SANDWICHES 13941,TRUE,Fast Food,13,0,9,2.5
12331,BILTMORE HOTEL GRAND AVE Pastry,FALSE,Pastry,208,1,20,3
12332,SPRING FOR COFFEE/ SESTAN JUICERY,TRUE,Cafe,13,0,9,4
12333,BERNARDS AVALON GRILL,FALSE,Restaurant,16,1,12,4
12334,MCDONALD'S #2368,TRUE,Fast Food,112,1,20,3.5
12335,SUBWAY #60767,TRUE,Fast Food,10,0,9,2.5
12336,SUBWAY #26578,TRUE,Fast Food,9,0,9,2.5
12337,MAYA RESTAURANT,TRUE,Restaurant,3,0,9,3
12338,THE RESTAURANT DESTINATION,TRUE,Restaurant,155,1,20,5
12339,LA RONDA,FALSE,Restaurant,15,0,9,3
12340,LA BLANQUITA MARKET,FALSE,Restaurant,25,1,15,4.5
12341,FOUR SEASONS SNACK Pastry,FALSE,Pastry,24,1,15,3
12342,SHABU SHABU HOUSE,TRUE,Restaurant,25,1,15,4.5
12343,DEL TACO #862,TRUE,Fast Food,49,1,20,3.5
12344,LA FLOR DE YUCATAN BAKERY DE,TRUE,Bakery,6,0,9,3
12345,UMAMI POKI / ASAKUMA SUSHI DELIVERY,TRUE,Restaurant,2,0,9,3
12346,TACO BELL #26841,TRUE,Fast Food,32,1,15,3.5
12347,SUPERIOR SUPER WAREHOUSE,FALSE,Restaurant,1,0,9,3
12348,YUM YUM DONUTS #59-E,TRUE,Fast Food,11,0,9,2.5
12349,TAKE 5,FALSE,Restaurant,34,1,15,4.5
12350,CHINA EXPRESS,TRUE,Fast Food,13,0,9,2.5
12351,TAMALES LOS ANGELES,FALSE,Restaurant,11,0,9,3
12352,SUBWAY,TRUE,Fast Food,40,1,20,3.5
12353,WESTCHESTER SENIOR CITIZEN C,FALSE,Restaurant,64,1,20,5
12354,SKY Pastry,FALSE,Pastry,70,1,20,3
12355,"SAALABI,MAHMOOD",FALSE,Restaurant,14,0,9,3
12356,LAMILL COFFEE,FALSE,Cafe,9,0,9,3
12357,JUGOS AND LICUADOS EL CHAPUL,FALSE,Restaurant,26,1,15,4.5
12358,CBS TVC CAFE,FALSE,Restaurant,109,1,20,5
12359,TOM'S BURGERS,FALSE,Fast Food,11,0,9,2.5
12360,D-TOWN BURGER Pastry,FALSE,Fast Food,2,0,9,2.5
12361,TRIMANA EXPRESS,TRUE,Fast Food,7,0,9,2.5
12362,JONATHAN CLUB-BAKE SHOP,FALSE,Restaurant,5,0,9,3
12363,KALDI COFFEE,FALSE,Cafe,8,0,9,3
12364,BOBA LOCA,TRUE,Restaurant,11,0,9,3
12365,JONATHAN CLUB CAPE CODE,FALSE,Restaurant,64,1,20,5
12366,SALLY'S SNACK SHOP,FALSE,Restaurant,8,0,9,3
12367,EMPLOYEE CAFETERIA,TRUE,Restaurant,33,1,15,4.5
12368,PIZZA KING,TRUE,Pizza,9,0,9,3
12369,QIN WEST CHINESE CUISINE,TRUE,Restaurant,5,0,9,3
12370,KIM CHUY RESTAURANT,TRUE,Restaurant,102,1,20,5
12371,MCDONALD'S #27507,TRUE,Restaurant,44,1,20,5
12372,KANPAI JAPANESE SUSHI Pastry & GRILL,FALSE,Restaurant,32,1,15,4.5
12373,JIN HEUNG CHINESE RESTAURANT,TRUE,Restaurant,10,0,9,3
12374,ESCALA,FALSE,Restaurant,61,1,20,5
12375,HONG KONG BAN JUM 0410,FALSE,Restaurant,44,1,20,5
12376,MIKE'S DELI,TRUE,Restaurant,14,0,9,3
12377,GEORGE'S DRIVE-IN BOYLE HEIGHTS,FALSE,Restaurant,15,0,9,3
12378,WINCHELL'S DONUT HOUSE #9445,TRUE,Fast Food,2,0,9,2.5
12379,AL AND BEAS RESTAURANT,TRUE,Restaurant,15,0,9,3
12380,KABUKI JAPANESE RESTAURANT,TRUE,Restaurant,229,1,20,5
12381,LITTLE JEWEL OF NEW ORLEANS,FALSE,Restaurant,38,1,20,5
12382,DANAS CAFES & BOBA,FALSE,Restaurant,1,0,9,3
12383,GOLTONG CHICKEN,FALSE,Restaurant,22,1,15,4.5
12384,CINCO,FALSE,Restaurant,92,1,20,5
12385,MO MO KOREAN RESTAURANT,TRUE,Restaurant,47,1,20,5
12386,PEET'S COFFEE ANGEL CITY,TRUE,Cafe,33,1,15,5
12387,LAS FLAUTAS RESTAURANT,TRUE,Restaurant,65,1,20,5
12388,SAKE HOUSE,FALSE,Restaurant,73,1,20,5
12389,BIZZY B'Z CAFE,FALSE,Restaurant,17,1,12,4
12390,TAQUERIA EL SOL & BAKERY,TRUE,Bakery,20,1,9,3
12391,JEON JU RESTAURANT &  FOOD WAREHOUSE,TRUE,Restaurant,41,1,20,5
12392,NORTHGATE MARKETS #38,FALSE,Restaurant,7,0,9,3
12393,BLUE WINDOW,FALSE,Restaurant,41,1,20,5
12394,BAHIA ENSENADA RESTAURANT,TRUE,Restaurant,24,1,15,4.5
12395,MIJACALITO RESTAURANT,TRUE,Restaurant,9,0,9,3
12396,LA PLACITA DEL D&F RESTAURAN,FALSE,Restaurant,7,0,9,3
12397,TOE BANG CAFE,FALSE,Restaurant,66,1,20,5
12398,LA FAMILIA RESTAURANT AND Pastry,TRUE,Pastry,42,1,20,3
12399,RALPHS MARKET #210,FALSE,Restaurant,18,1,12,4
12400,BLISS,FALSE,Restaurant,111,1,20,5
12401,CASA INDIA,FALSE,Restaurant,131,1,20,5
12402,BURGERIM,TRUE,Fast Food,6,0,9,2.5
12403,WINGSTOP,TRUE,Restaurant,34,1,15,4.5
12404,GAME SPORTS Pastry AND GRILL,FALSE,Restaurant,166,1,20,5
12405,JANGCHUNG PYUNGANDO JOKBAL,FALSE,Restaurant,127,1,20,5
12406,LA DDONG GGO,FALSE,Restaurant,80,1,20,5
12407,TRUXTON AMERICAN BISTRO,FALSE,Restaurant,170,1,20,5
12408,MARISCOS EL KORA LE NAYARIT,FALSE,Restaurant,45,1,20,5
12409,URBAN RADISH MARKET,FALSE,Restaurant,17,1,12,4
12410,TRATTORIA  NATALIE,FALSE,Restaurant,49,1,20,5
12411,BLUE RIBBON SUSHI Pastry & GRILL,FALSE,Restaurant,16,1,12,4
12412,SUBWAY #40374,TRUE,Fast Food,12,0,9,2.5
12413,THE HIGHLAND CAFE,FALSE,Restaurant,49,1,20,5
12414,PIZZA BANDIT,FALSE,Pizza,21,1,15,4
12415,ROBEK'S JUICE,FALSE,Restaurant,5,0,9,3
12416,CHIPOTLE MEXICAN GRILL #1913,TRUE,Restaurant,74,1,20,5
12417,ARMON'S RESTAURANT,TRUE,Restaurant,32,1,15,4.5
12418,RENDEN HOLDINGS INC,FALSE,Restaurant,10,0,9,3
12419,"WACKY WOK, INC.",FALSE,Restaurant,16,1,12,4
12420,VISTA THEATRE,FALSE,Restaurant,29,1,15,4.5
12421,CHURCH'S FRIED CHICKEN #959,FALSE,Restaurant,24,1,15,4.5
12422,TRIMANA COMMONWEALTH,TRUE,Restaurant,49,1,20,5
12423,DENNY'S #1865,FALSE,Restaurant,227,1,20,5
12424,YOSHINOYA #1239,TRUE,Restaurant,39,1,20,5
12425,ANGEL FOOD DONUT,TRUE,Fast Food,26,1,15,3.5
12426,LA ESQUINA RESTAURANT #2,TRUE,Restaurant,46,1,20,5
12427,DOMINIQUE ANSEL-BAKERY,TRUE,Bakery,40,1,20,3
12428,RAMEN OF YORK,FALSE,Restaurant,24,1,15,4.5
12429,BOSTON MARKET #850,FALSE,Restaurant,37,1,20,5
12430,BREAKERS KOREAN  BBQ,FALSE,Restaurant,184,1,20,5
12431,TARGET STORE T-3262,FALSE,Cafe,27,1,15,3
12432,ABBY'S DINER,FALSE,Restaurant,7,0,9,3
12433,JACK IN THE BOX # 3215,TRUE,Restaurant,138,1,20,5
12434,PERFECT DONUT,FALSE,Fast Food,2,0,9,2.5
12435,EDIBLE ARRANGEMENTS,TRUE,Restaurant,25,1,15,4.5
12436,FRIDA,FALSE,Restaurant,69,1,20,5
12437,MELODY Pastry,FALSE,Pastry,10,0,9,3
12438,WANDERLUST CAFE,FALSE,Restaurant,36,1,20,5
12439,M & A AROMA,FALSE,Restaurant,4,0,9,3
12440,PETE'S BLUE CHIP BURGER,FALSE,Fast Food,35,1,9,2.5
12441,DOMINO'S PIZZA,TRUE,Pizza,26,1,15,4
12442,COFFEE SHARP,FALSE,Cafe,12,0,9,3
12443,APETIT,FALSE,Restaurant,35,1,9,3
12444,5K'S MEXICAN GRILL/EL POTRILLO CAFE,FALSE,Restaurant,5,0,9,3
12445,HAPPY DONUTS,TRUE,Fast Food,22,1,15,3.5
12446,SEONG BUK DONG,FALSE,Restaurant,5,0,9,3
12447,AFC SUSHI @ VONS #2655,FALSE,Restaurant,24,1,15,4.5
12448,CLASSIC THAI RESTAURANT,TRUE,Restaurant,31,1,15,4.5
12449,SUBWAY 46382,TRUE,Fast Food,4,0,9,2.5
12450,NAAN HUT,FALSE,Restaurant,12,0,9,3
12451,NEWS CAFE,FALSE,Restaurant,205,1,20,5
12452,BOTTEGA LOUIE,FALSE,Restaurant,187,1,20,5
12453,DOME THEATRE,FALSE,Restaurant,15,0,9,3
12454,MOODAEPO II,FALSE,Restaurant,169,1,20,5
12455,A SIMPLE Pastry,FALSE,Pastry,6,0,9,3
12456,MR MARCEL RESTAURANT & DELI,TRUE,Restaurant,109,1,20,5
12457,ITS BOBA TIME,TRUE,Restaurant,24,1,15,4.5
12458,JUICY APPLE,FALSE,Restaurant,15,0,9,3
12459,LEVEL I CONCESSION,FALSE,Restaurant,3,0,9,3
12460,THAI TASTE RESTAURANT,TRUE,Restaurant,7,0,9,3
12461,TACO BELL #26840,TRUE,Fast Food,13,0,9,2.5
12462,INDIA VEGAN & VEGETARIAN RESTAURANT,TRUE,Restaurant,119,1,20,5
12463,MCDONALD'S # 25642,TRUE,Restaurant,71,1,20,5
12464,GUS'S LUNCH BOX,FALSE,Restaurant,32,1,15,4.5
12465,YOSHINOYA #1238,TRUE,Restaurant,40,1,20,5
12466,ROSEN MUSIC STUDIO,FALSE,Restaurant,48,1,20,5
12467,AFC SUSHI @ RALPHS #32,FALSE,Restaurant,12,0,9,3
12468,DOWNTOWN WOMENS CTR KITCHEN,FALSE,Restaurant,145,1,20,5
12469,YOGURTLAND,TRUE,Restaurant,21,1,15,4.5
12470,COFFEE TIMES DONUT,TRUE,Cafe,21,1,15,5
12471,LA FLOR DE MAYO,FALSE,Restaurant,2,0,9,3
12472,LEVEL II CONCEPSSION,FALSE,Restaurant,9,0,9,3
12473,MOE'S CAFE,FALSE,Restaurant,115,1,20,5
12474,COSTCO WHOLESALE #130,FALSE,Restaurant,6,0,9,3
12475,UPSTAIRS Pastry,FALSE,Pastry,99,1,20,3
12476,KOSHER PIZZA STATION,FALSE,Pizza,47,1,20,4
12477,LOS NUEVOS VOLCANES,FALSE,Restaurant,40,1,20,5
12478,PLATO RESTAURANT,TRUE,Restaurant,118,1,20,5
12479,MONSIEUR MARCEL,FALSE,Restaurant,17,1,12,4
12480,YUM YUM DONUTS FRANCHISE 9147E,TRUE,Fast Food,6,0,9,2.5
12481,SUSHI A GO GO,FALSE,Restaurant,7,0,9,3
12482,FLAMING POT,FALSE,Restaurant,17,1,12,4
12483,STARBUCKS COFFEE #11991,TRUE,Cafe,11,0,9,4
12484,CAMILAS COFFEE & SNACKS,FALSE,Cafe,25,1,15,3
12485,TOM & GEORGE,FALSE,Restaurant,123,1,20,5
12486,OLIVE LIVE CAFE,FALSE,Restaurant,49,1,20,5
12487,CAFE KOROBKGUR,FALSE,Restaurant,110,1,20,5
12488,LITTLE CAESAR #5909,TRUE,Restaurant,9,0,9,3
12489,STEVEN'S DELI,TRUE,Restaurant,10,0,9,3
12490,SOUTHERN CALIFORNIA PIZZA CO LLC,FALSE,Pizza,26,1,15,4
12491,FRITZI COOP,FALSE,Restaurant,29,1,15,4.5
12492,JUANITA CAFE,FALSE,Restaurant,15,0,9,3
12493,LA SOO WON GALBI,FALSE,Restaurant,116,1,20,5
12494,SANUKI SANDOU,FALSE,Restaurant,42,1,20,5
12495,GRUB,FALSE,Restaurant,45,1,20,5
12496,NAYEB RESTAURANT,TRUE,Restaurant,14,0,9,3
12497,SUPA COFFEE,FALSE,Cafe,27,1,15,3
12498,BROADWAY DELI,TRUE,Restaurant,19,1,12,4
12499,THE GUMBO POT,FALSE,Restaurant,9,0,9,3
12500,RAHEL VEGAN CUISINE,FALSE,Restaurant,42,1,20,5
12501,EL JALAPENO,FALSE,Restaurant,48,1,20,5
12502,MISASA,FALSE,Restaurant,49,1,20,5
12503,KISS PIZZA AND DELI,TRUE,Pizza,17,1,12,3
12504,EL SERRANO MEXICAN GRILL,FALSE,Restaurant,1,0,9,3
12505,SUSHI 101,FALSE,Restaurant,49,1,20,5
12506,TAQUERIA OF HOLLYWOOD,FALSE,Restaurant,19,1,12,4
12507,TWO BOOTS PIZZA,FALSE,Pizza,19,1,12,3
12508,CHURCH'S FRIED CHICKEN #1191,FALSE,Restaurant,24,1,15,4.5
12509,CARL'S JR/GREEN BURRITO,TRUE,Restaurant,69,1,20,5
12510,MOISHE'S,FALSE,Restaurant,1,0,9,3
12511,CAFE PARADOX,FALSE,Restaurant,20,1,9,3
12512,SANTOUKA,FALSE,Restaurant,49,1,20,5
12513,KENTUCKY FRIED CHICKEN,TRUE,Fast Food,104,1,20,3.5
12514,PastryHAM CAFE,TRUE,Pastry,12,0,9,3
12515,DOMINO'S PIZZA,TRUE,Pizza,9,0,9,3
12516,SAM'S DONUT,FALSE,Fast Food,6,0,9,2.5
12517,ALAMEDA SNACK SHOP,FALSE,Restaurant,2,0,9,3
12518,MILK JAR COOKIES LLC,TRUE,Restaurant,28,1,15,4.5
12519,NATALEE THAI,TRUE,Restaurant,62,1,20,5
12520,KONY PIZZA,FALSE,Pizza,124,1,20,4
12521,SUPER BIONICOS ICE CREAM,FALSE,Restaurant,5,0,9,3
12522,"SPECIALTY'S CAFE & BAKERY, INC",TRUE,Bakery,90,1,20,3
12523,BASKET BURGER,FALSE,Fast Food,19,1,12,2.5
12524,TOASTED AND ROASTED,TRUE,Restaurant,11,0,9,3
12525,TOM'S JR BURGERS #4,FALSE,Fast Food,36,1,20,3.5
12526,UN SOLO SOL KITCHEN,FALSE,Restaurant,23,1,15,4.5
12527,JOE'S PIZZA,TRUE,Pizza,20,1,9,3
12528,JERSEY MIKE'S SUBS STORE-20229,TRUE,Restaurant,2,0,9,3
12529,LITTLE CAESARS,TRUE,Restaurant,15,0,9,3
12530,CREPE EXPRESS,FALSE,Fast Food,2,0,9,2.5
12531,LOS ANGELES NEW YORK PIZZA,FALSE,Pizza,34,1,15,4
12532,PIARA PIZZA,TRUE,Pizza,12,0,9,3
12533,SUBWAY #43422,TRUE,Fast Food,29,1,15,3.5
12534,ANGELO'S BAKERY & FOOD,TRUE,Bakery,20,1,9,3
12535,SKIRBALL CENTER SUPPORT KITCHEN- NORTH BUILDING,FALSE,Restaurant,29,1,15,4.5
12536,CASA MONTEJO RESTAURANT,TRUE,Restaurant,23,1,15,4.5
12537,TOMATO PIE PIZZA,FALSE,Pizza,28,1,15,4
12538,STARBUCKS COFFEE #624,TRUE,Cafe,45,1,20,5
12539,PORKY'S RESTAURANT MEXICAN FOOD,TRUE,Restaurant,84,1,20,5
12540,ANDY'S DOUNT,FALSE,Restaurant,7,0,9,3
12541,COURTYARD CAFE,TRUE,Restaurant,12,0,9,3
12542,ZEIDLERS CAFE,FALSE,Restaurant,69,1,20,5
12543,YOSHINOYA #1243,TRUE,Restaurant,36,1,20,5
12544,LA CHOUQUETTE,FALSE,Restaurant,7,0,9,3
12545,SKIRBALL CENTER MAIN KITCHEN,TRUE,Restaurant,151,1,20,5
12546,MADAME MONSIEUR,FALSE,Restaurant,2,0,9,3
12547,TAMAYO RESTAURANT,TRUE,Restaurant,186,1,20,5
12548,MI CABANA CAFE,FALSE,Restaurant,19,1,12,4
12549,SANDRA'S TAMALES,FALSE,Restaurant,9,0,9,3
12550,HAZEL MEAT MARKET,TRUE,Restaurant,6,0,9,3
12551,ALEX BURGERS,FALSE,Fast Food,8,0,9,2.5
12552,YEYA'S,FALSE,Restaurant,21,1,15,4.5
12553,BLACK ARROW COFFEE,FALSE,Cafe,9,0,9,3
12554,SKIRBALL BANQUET KITCHEN,FALSE,Restaurant,189,1,20,5
12555,JUICE CRAFTERS,TRUE,Restaurant,17,1,12,4
12556,SUBWAY,TRUE,Fast Food,12,0,9,2.5
12557,IN-N-OUT BURGER #117,FALSE,Fast Food,61,1,20,3.5
12558,CASA FINA RESTAURANT AND CANTINA,TRUE,Restaurant,44,1,20,5
12559,MI RANCHITO,FALSE,Restaurant,22,1,15,4.5
12560,RODDED RESTAURANT,TRUE,Restaurant,48,1,20,5
